dataset,speaker_id,l1,gender,utterance_id,textgrid_path,tier_name,start_time,end_time,label,normalized_label,possible_error_type
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,1.830000,1.870000,"ɹ,sil,d","ɹ,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,1.870000,2.600000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,2.600000,2.780000,"ɚ,ə,s","ɚ,ə,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,2.780000,2.840000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,2.840000,2.900000,"æ,ɛ,s","æ,ɛ,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,2.900000,2.950000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,2.950000,2.980000,"d,sil,d","d,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,2.980000,3.100000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,3.100000,3.140000,"ɹ,sil,d","ɹ,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,3.140000,3.440000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,3.440000,3.480000,"ɚ,ə,s","ɚ,ə,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,3.480000,3.600000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,3.600000,3.640000,"l,sil,d","l,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,3.640000,4.030000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,4.030000,4.220000,"v,f,s","v,f,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0074.TextGrid,IPA,4.220000,4.344694,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,0.000000,0.040000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,0.040000,0.280000,in,in,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,0.280000,0.530000,that,that,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,0.530000,1.000000,case,case,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,1.000000,1.160000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,1.160000,1.350000,he,he,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,1.350000,1.740000,could,could,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,1.740000,2.020000,not,not,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,2.020000,2.400000,miss,miss,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,2.400000,2.690000,them,them,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,2.690000,2.840000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,2.840000,3.090000,if,if,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,3.090000,3.230000,he,he,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,3.230000,3.610000,used,used,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,3.610000,4.160000,caution,caution,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,words,4.160000,4.240000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.000000,0.040000,sil,sil,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.040000,0.180000,IH1,IH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.180000,0.280000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.280000,0.340000,DH,DH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.340000,0.420000,AE1,AE1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.420000,0.530000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.530000,0.630000,K,K,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.630000,0.900000,EY1,EY1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,0.900000,1.000000,"S,Z,s","S,Z,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.000000,1.160000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.160000,1.280000,HH,HH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.280000,1.350000,IY1,IY1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.350000,1.520000,K,K,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.520000,1.620000,UH1,UH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.620000,1.740000,D,D,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.740000,1.840000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.840000,1.930000,AA1,AA1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,1.930000,2.020000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.020000,2.160000,M,M,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.160000,2.290000,IH1,IH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.290000,2.400000,S,S,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.400000,2.460000,DH,DH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.460000,2.550000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.550000,2.690000,M,M,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.690000,2.840000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,2.840000,3.030000,IH1,IH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.030000,3.090000,F,F,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.090000,3.140000,HH,HH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.140000,3.230000,IY1,IY1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.230000,3.390000,Y,Y,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.390000,3.480000,UW1,UW1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.480000,3.570000,Z,Z,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.570000,3.610000,"D,sil,d","D,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.610000,3.750000,K,K,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.750000,3.850000,AO1,AO1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,3.850000,4.000000,SH,SH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,4.000000,4.080000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,4.080000,4.160000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,4.160000,4.220000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,phones,4.220000,4.240000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,0.000000,0.900000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,0.900000,1.000000,"s,z,s","s,z,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,1.000000,1.520000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,1.520000,1.620000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,1.620000,2.400000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,2.400000,2.460000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,2.460000,3.570000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,3.570000,3.610000,"d,sil,d","d,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0075.TextGrid,IPA,3.610000,4.240000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,0.000000,0.340000,for,for,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,0.340000,0.400000,a,a,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,0.400000,0.800000,full,full,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,0.800000,1.330000,minute,minute,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,1.330000,1.380000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,1.380000,1.540000,the,the,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,1.540000,1.750000,two,two,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,1.750000,2.110000,men,men,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,2.110000,2.650000,stared,stared,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,2.650000,2.680000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,2.680000,3.030000,into,into,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,3.030000,3.220000,each,each,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,3.220000,3.670000,other's,other's,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,3.670000,4.080000,face,face,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,words,4.080000,4.103039,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.000000,0.160000,F,F,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.160000,0.310000,AO1,AO1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.310000,0.340000,"R,sil,d","R,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.340000,0.400000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.400000,0.540000,F,F,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.540000,0.580000,UH1,UH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.580000,0.800000,"L,sil,d","L,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.800000,0.880000,M,M,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.880000,0.960000,IH1,IH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,0.960000,1.010000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.010000,1.160000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.160000,1.330000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.330000,1.380000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.380000,1.450000,DH,DH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.450000,1.540000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.540000,1.640000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.640000,1.750000,UW1,UW1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.750000,1.860000,M,M,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,1.860000,2.000000,EH1,EH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.000000,2.110000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.110000,2.250000,S,S,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.250000,2.320000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.320000,2.490000,EH1,EH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.490000,2.530000,"R,AH,s","R,AH,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.530000,2.650000,D,D,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.650000,2.680000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.680000,2.800000,IH0,IH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.800000,2.860000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.860000,2.920000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,2.920000,3.030000,UW1,UW1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,3.030000,3.110000,"IY1,IH,s","IY1,IH,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,3.110000,3.220000,CH,CH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,3.220000,3.310000,AH1,AH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,3.310000,3.370000,"DH,D,s","DH,D,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,3.370000,3.530000,"ER0,AH,s","ER0,AH,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_b0106,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_b0106.TextGrid,phones,3.530000,3.670000,Z,Z,unknown
