dataset,speaker_id,l1,gender,split,audio_path,utterance_id,start_time,end_time,label,error_type,target_text
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0011.wav,arctic_a0011,3.250000,3.370000,"sil,k,a",addition,If I ever needed a fighter in my life I need one now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,1.380000,1.550000,"ER0,AH0,s ",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,1.590000,1.670000,"DH,D,s ",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,3.270000,3.410000,"AH1,AO,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,3.410000,3.460000,"V,P,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,3.600000,3.690000,"L,sil,d",deletion,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.230000,4.310000,"AH0,IH,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.430000,4.570000,"AH0,EY,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.750000,4.820000,"AH0,IY,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.820000,4.900000,"Z,S,s ",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,1.380000,1.550000,"əɹ,ə,s ",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,1.590000,1.670000,"ð,d,s ",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,3.270000,3.410000,"ə,ɔ,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,3.410000,3.460000,"v,p,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,3.600000,3.690000,"l,sil,d",deletion,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.230000,4.310000,"ə,ɪ,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.430000,4.570000,"ə,eɪ,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.750000,4.820000,"ə,i,s",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0013.wav,arctic_a0013,4.820000,4.900000,"z,s,s ",substitution,He was a head shorter than his companion of almost delicate physique
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,0.050000,0.180000,"DH,D,s ",substitution,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,0.290000,0.370000,"R,sil,d",deletion,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,0.570000,0.690000,"Z,ZH,s",substitution,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,1.230000,1.260000,"JH,sil,d",deletion,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,0.050000,0.180000,"ð,d,s ",substitution,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,0.290000,0.370000,"ɹ,sil,d ",deletion,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,0.570000,0.690000,"z,ʒ,s",substitution,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0018.wav,arctic_a0018,1.230000,1.260000,"dʒ,sil,d",deletion,There was a change now
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,0.350000,0.440000,"AA1,AO,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,0.660000,0.750000,"DH,D,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.146587,1.270624,"N,F,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.270624,1.370000,"AH1,AO,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.370000,1.420000,"V,P,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.450000,1.520000,"DH,D,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.590000,1.690000,"P,B,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.750000,1.840000,"AH0,OW*,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.840000,1.890000,"P,B,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.050000,2.150000,"Z,S,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.150000,2.190000,"D,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.450000,2.480000,"L,W,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.780000,2.910000,"D,T,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.360000,3.420000,"UH,UW,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.560000,3.590000,"IH0,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.590000,3.620000,"NG,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.920000,4.000000,"R,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.000000,4.174904,"sil,CH,a",addition,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.580000,4.710000,"AE1,EY,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.870000,4.900000,"AH0,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.900000,5.000000,"Z,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,0.350000,0.440000,"ɑ,ɔ,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,0.660000,0.750000,"ð,d,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.146587,1.270624,"n,f,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.270624,1.370000,"ə,ɔ,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.370000,1.420000,"v,p,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.450000,1.520000,"ð,d,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.590000,1.690000,"p,b,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.750000,1.840000,"ə,o,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,1.840000,1.890000,"p,b,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.050000,2.150000,"z,s,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.150000,2.190000,"d,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.450000,2.480000,"l,w,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,2.780000,2.910000,"d,t,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.360000,3.420000,"ʊ,u,s ",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.560000,3.590000,"ɪ,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.590000,3.620000,"ŋ,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,3.920000,4.000000,"ɹ,sil,d ",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.000000,4.174904,"sil,tʃ,a",addition,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.580000,4.710000,"æ,eɪ,s",substitution,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.870000,4.900000,"ə,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0019.wav,arctic_a0019,4.900000,5.000000,"z,sil,d",deletion,I followed the line of the proposed railroad looking for chances
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,0.000000,0.080000,"K,G,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,0.330000,0.430000,"Z,S,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,0.840000,1.010000,"L,W,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,1.010000,1.140000,"Z,S,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,1.930000,2.180000,"Z,S,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,2.960000,3.120000,"OW1,AO,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,3.120000,3.160000,"N,W,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,3.430000,3.550000,"EH1,EH*,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,0.000000,0.080000,"k,ɡ,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,0.330000,0.430000,"z,s,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,0.840000,1.010000,"l,w,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,1.010000,1.140000,"z,s,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,1.930000,2.180000,"z,s,s ",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,2.960000,3.120000,"oʊ,ɔ,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,3.120000,3.160000,"n,w,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0020.wav,arctic_a0020,3.430000,3.550000,"ɛ,e,s",substitution,Clubs and balls and cities grew to be only memories
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.140000,0.180000,"T,F,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.490000,0.520000,"R,sil,d",deletion,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.700000,0.800000,"K,G,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.970000,1.060000,"B,P,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,2.070000,2.110000,"AH0,OW*,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,2.110000,2.140000,"G,sil,d",deletion,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.140000,0.180000,"t,f,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.490000,0.520000,"ɹ,sil,d ",deletion,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.700000,0.800000,"kʰ,k,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,0.970000,1.060000,"b,p,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,2.070000,2.110000,"ə,o,s",substitution,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0021.wav,arctic_a0021,2.110000,2.140000,"ɡ,sil,d",deletion,It fairly clubbed me into recognizing it
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,0.280000,0.320000,"R,sil,d",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,0.320000,0.350000,"D,sil,d",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,0.720000,0.970000,"ER1,ER*,s",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,1.250000,1.360000,"ER0,AH0,s ",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,1.360000,1.470000,"P,B,s",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,1.610000,1.660000,"N,sil,d",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,1.660000,1.820000,"Z,S,s ",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,2.010000,2.050000,"D,sil,d",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,2.050000,2.140000,"P,B,s",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,2.840000,2.940000,"R,sil,d",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,3.330000,3.370000,"ER0,AH0,s ",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,4.400000,4.480693,"ER0,AH0,s ",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,4.596149,4.688513,"AH0,UW,s",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,4.688513,4.771431,"L,N,s",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,0.280000,0.320000,"ɹ,sil,d ",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,0.320000,0.350000,"d,sil,d",deletion,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,0.720000,0.970000,"əɹ,əɹw,s",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,1.250000,1.360000,"əɹ,ə,s ",substitution,Hardly were our plans made public before we were met by powerful opposition
l2_arctic,THV,Vietnamese,F,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_a0022.wav,arctic_a0022,1.360000,1.470000,"pʰ,p,s",substitution,Hardly were our plans made public before we were met by powerful opposition
