split,speaker_id,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
test,THV,arctic_b0518,2.13,2.18,"V,B,s",substitution,deletion,0.5292786359786987,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,THV,arctic_b0518,2.71,2.75,"K,G,s",substitution,deletion,0.549808144569397,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,THV,arctic_b0527,1.16,1.25,"V,B,s",substitution,addition,0.5051773190498352,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0527.wav,The very idea of it was preposterous
test,THV,arctic_b0534,0.52,0.541169,"L,W,s",substitution,deletion,0.7044782042503357,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,THV,arctic_b0534,1.35,1.38,"EH1,AH,s",substitution,deletion,0.569568932056427,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,THV,arctic_b0534,2.49,2.55,"sil,G,a",addition,substitution,0.3906975984573364,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,THV,arctic_b0534,4.16,4.42,"S,Z,s",substitution,addition,0.7488019466400146,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,TLV,arctic_b0465,0.23,0.33,"T,sil,d",deletion,substitution,0.674004077911377,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0465,2.22,2.27,"V,B,s",substitution,deletion,0.6326770782470703,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0465,2.69,2.75,"N,sil,d",deletion,substitution,0.43010208010673523,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0465,3.461418,3.501519,"AA1,AH,s",substitution,deletion,0.43465858697891235,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0465,3.698202,4.030929,"S,sil,d",deletion,addition,0.6719416975975037,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0465,4.126406,4.179873,"sil,S,a",addition,deletion,0.5007284283638,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0465,5.65,5.68,"S,N,s",substitution,deletion,0.6581735610961914,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,TLV,arctic_b0469,0.96,1.02,"L,W,s",substitution,deletion,0.3898831903934479,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,TLV,arctic_b0469,1.77,1.82,"V,B,s",substitution,deletion,0.6376530528068542,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,TLV,arctic_b0469,2.46,2.51,"S,K,s",substitution,deletion,0.5975079536437988,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,TLV,arctic_b0469,3.12,3.213622,"S,sil,d",deletion,addition,0.3536059260368347,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,TLV,arctic_b0481,0.53,0.56,"K,sil,d",deletion,addition,0.4914110600948334,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,TLV,arctic_b0481,1.17,1.24,"ER0,sil,d",deletion,substitution,0.4802338778972626,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,TLV,arctic_b0481,1.54,1.66,"L,W,s",substitution,addition,0.4270862638950348,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,TLV,arctic_b0481,2.04,2.204873,"sil,AH,a",addition,substitution,0.6312501430511475,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,TLV,arctic_b0481,2.62,2.76664,"sil,SH,a",addition,substitution,0.49759289622306824,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,TLV,arctic_b0481,2.89,3.06,"L,sil,d",deletion,substitution,0.8701866269111633,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,TLV,arctic_b0488,2.29,2.35,"S,T,s",substitution,deletion,0.5218205451965332,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,TLV,arctic_b0503,0.85,0.88,"S,CH,s",substitution,deletion,0.5361623167991638,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,0.88,0.96,"T,sil,d",deletion,substitution,0.736485481262207,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,0.96,1.01,"R,sil,d",deletion,substitution,0.48757806420326233,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,2.645646,2.67,"sil,S,a",addition,deletion,0.6562035083770752,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,3.51,3.59,"AO1,AH,s",substitution,addition,0.420756459236145,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,3.59,3.66,"F,P,s",substitution,deletion,0.3602612018585205,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,3.93,3.96,"AA1,AO,s",substitution,deletion,0.6561274528503418,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0503,4.12,4.23,"K,T,s",substitution,addition,0.5723533630371094,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,TLV,arctic_b0509,0.31,0.36,"D,S,s",substitution,deletion,0.469707190990448,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,TLV,arctic_b0509,0.52,0.66,"L,sil,d",deletion,substitution,0.8281780481338501,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,TLV,arctic_b0509,0.91,0.95,"L,W,s",substitution,deletion,0.6069316267967224,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,TLV,arctic_b0509,1.29,1.33,"Z,T,s",substitution,deletion,0.7061111330986023,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,TLV,arctic_b0509,2.22,2.25,"D,K,s",substitution,deletion,0.687055230140686,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,TLV,arctic_b0509,2.52,2.56,"AA1,AH,s",substitution,deletion,0.5942394733428955,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,TLV,arctic_b0518,0.18,0.28,"T,S,s",substitution,addition,0.4900125563144684,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,TLV,arctic_b0518,0.9,1.01,"L,sil,d",deletion,substitution,0.7103888988494873,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,TLV,arctic_b0518,1.47748,1.667227,"sil,s,a",addition,substitution,0.829448938369751,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,TLV,arctic_b0518,2.29,2.34,"V,B,s",substitution,deletion,0.5668147802352905,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,TLV,arctic_b0518,2.57,2.67,"CH,SH,s",substitution,addition,0.5724784135818481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,TLV,arctic_b0518,3.53,3.57,"DH,D,s",substitution,deletion,0.5280294418334961,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,TLV,arctic_b0534,1.41,1.45,"EH1,AH,s",substitution,deletion,0.5428169369697571,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,TLV,arctic_b0534,2.24,2.32,"D,S,s",substitution,addition,0.3846030831336975,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,TLV,arctic_b0534,3.83,3.86,"NG,K,s",substitution,deletion,0.6998268961906433,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
